state,county,county_fips,year,analyte_name,time_period,quarter,average_concentration,maximum_concentration,sdwa_limit,units,pws_id_number,pws_name,pws_primary_source_code,pws_population_served,pws_latitude,pws_longitude,over_limit_by
Colorado,Adams,08001,2012,TTHM (total trihalomethanes),Year,0,36.5,97.8,80,ug/L,CO0101025,Brighton City Of,GU,32700,39.97,-104.83,+17.8 ug/L
Colorado,Adams,08001,2012,TTHM (total trihalomethanes),Year,0,67.8,101.6,80,ug/L,CO0101675,Riverdale Peaks Ii Md,GW,70,39.94,-104.88,+21.6 ug/L
Colorado,Adams,08001,2012,TTHM (total trihalomethanes),Quarter,4,101.6,NA,80,ug/L,CO0101675,Riverdale Peaks Ii Md,GW,70,39.94,-104.88,+21.6 ug/L
Colorado,Archuleta,08007,2012,TTHM (total trihalomethanes),Year,0,50,104.8,80,ug/L,CO0104300,Pagosa Area Wsd,SW,14366,37.21,-107.02,+24.8 ug/L
Colorado,Boulder,08013,2012,TTHM (total trihalomethanes),Year,0,60.3,94,80,ug/L,CO0107471,Left Hand Wd,SW,18778,39.98,-105.33,+14 ug/L
Colorado,Boulder,08013,2012,TTHM (total trihalomethanes),Year,0,66.8,108,80,ug/L,CO0107473,Lafayette City Of,SW,27651,40.16,-105.42,+28 ug/L
Colorado,Boulder,08013,2012,TTHM (total trihalomethanes),Year,0,60.5,93.7,80,ug/L,CO0107610,Pine Brook Hills Wd,SW,1100,40.17,-105.53,+13.7 ug/L
Colorado,Boulder,08013,2012,TTHM (total trihalomethanes),Quarter,4,93.7,NA,80,ug/L,CO0107610,Pine Brook Hills Wd,SW,1100,40.17,-105.53,+13.7 ug/L
Colorado,Clear Creek,08019,2012,TTHM (total trihalomethanes),Year,0,51.4,97.1,80,ug/L,CO0110020,Idaho Springs City Of,SW,2884,39.73,-105.56,+17.1 ug/L
Colorado,Clear Creek,08019,2012,TTHM (total trihalomethanes),Quarter,3,97.1,NA,80,ug/L,CO0110020,Idaho Springs City Of,SW,2884,39.73,-105.56,+17.1 ug/L
Colorado,Dolores,08033,2012,TTHM (total trihalomethanes),Year,0,59.5,82.1,80,ug/L,CO0117300,Dove Creek Town Of,SW,850,37.75,-108.9,+2.1 ug/L
Colorado,Dolores,08033,2012,TTHM (total trihalomethanes),Quarter,3,82.1,NA,80,ug/L,CO0117300,Dove Creek Town Of,SW,850,37.75,-108.9,+2.1 ug/L
Colorado,El Paso,08041,2012,TTHM (total trihalomethanes),Year,0,63.4,91.4,80,ug/L,CO0121725,Rock Creek Mesa,SW,869,38.72,-104.82,+11.4 ug/L
Colorado,El Paso,08041,2012,TTHM (total trihalomethanes),Quarter,3,91.4,NA,80,ug/L,CO0121725,Rock Creek Mesa,SW,869,38.72,-104.82,+11.4 ug/L
Colorado,El Paso,08041,2012,TTHM (total trihalomethanes),Quarter,4,80.6,NA,80,ug/L,CO0121725,Rock Creek Mesa,SW,869,38.72,-104.82,+0.6 ug/L
Colorado,El Paso,08041,2012,TTHM (total trihalomethanes),Year,0,63.7,110,80,ug/L,CO0121845,Us Air Force Academy,SWP,15200,39.05,-104.79,+30 ug/L
Colorado,El Paso,08041,2012,TTHM (total trihalomethanes),Quarter,3,87.5,NA,80,ug/L,CO0121845,Us Air Force Academy,SWP,15200,39.05,-104.79,+7.5 ug/L
Colorado,Fremont,08043,2012,TTHM (total trihalomethanes),Year,0,58.3,95.4,80,ug/L,CO0122700,Penrose Wd,SW,3298,38.4,-105.74,+15.4 ug/L
Colorado,Fremont,08043,2012,TTHM (total trihalomethanes),Quarter,3,95.4,NA,80,ug/L,CO0122700,Penrose Wd,SW,3298,38.4,-105.74,+15.4 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Year,0,63.9,80.9,80,ug/L,CO0123133,Battlement Mesa Md,SW,3900,39.42,-108.06,+0.9 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Quarter,3,80.9,NA,80,ug/L,CO0123133,Battlement Mesa Md,SW,3900,39.42,-108.06,+0.9 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Year,0,91,124,80,ug/L,CO0123500,Sun Meadow Estates,GW,37,39.49,-107.35,+44 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Quarter,2,107,NA,80,ug/L,CO0123500,Sun Meadow Estates,GW,37,39.49,-107.35,+27 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Quarter,3,124,NA,80,ug/L,CO0123500,Sun Meadow Estates,GW,37,39.49,-107.35,+44 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Year,0,58.6,120,80,ug/L,CO0123601,Panoramic Mesa Subd,GW,45,39.57,-107.66,+40 ug/L
Colorado,Garfield,08045,2012,TTHM (total trihalomethanes),Quarter,2,120,NA,80,ug/L,CO0123601,Panoramic Mesa Subd,GW,45,39.57,-107.66,+40 ug/L
Colorado,Huerfano,08055,2012,TTHM (total trihalomethanes),Year,0,71.8,91.9,80,ug/L,CO0128900,Walsenburg City Of,SW,4406,37.59,-104.83,+11.9 ug/L
Colorado,Huerfano,08055,2012,TTHM (total trihalomethanes),Quarter,3,91.9,NA,80,ug/L,CO0128900,Walsenburg City Of,SW,4406,37.59,-104.83,+11.9 ug/L
Colorado,Jefferson,08059,2012,TTHM (total trihalomethanes),Year,0,54.3,90.5,80,ug/L,CO0130085,Morrison Town Of,SW,450,39.5,-105.35,+10.5 ug/L
Colorado,La Plata,08067,2012,TTHM (total trihalomethanes),Year,0,61.1,101,80,ug/L,CO0134200,Edgemont Ranch Md,SW,675,37.15,-107.95,+21 ug/L
Colorado,La Plata,08067,2012,TTHM (total trihalomethanes),Quarter,4,101,NA,80,ug/L,CO0134200,Edgemont Ranch Md,SW,675,37.15,-107.95,+21 ug/L
Colorado,La Plata,08067,2012,TTHM (total trihalomethanes),Year,0,51.2,83.1,80,ug/L,CO0134338,Heartwood Co Housing,GW,75,37.14,-107.78,+3.1 ug/L
Colorado,La Plata,08067,2012,TTHM (total trihalomethanes),Quarter,3,83.1,NA,80,ug/L,CO0134338,Heartwood Co Housing,GW,75,37.14,-107.78,+3.1 ug/L
Colorado,Larimer,08069,2012,TTHM (total trihalomethanes),Year,0,41.4,84.7,80,ug/L,CO0135257,Estes Park Town Of,SW,6190,40.4,-105.63,+4.7 ug/L
Colorado,Larimer,08069,2012,TTHM (total trihalomethanes),Quarter,2,80.8,NA,80,ug/L,CO0135257,Estes Park Town Of,SW,6190,40.4,-105.63,+0.8 ug/L
Colorado,Larimer,08069,2012,TTHM (total trihalomethanes),Year,0,79.1,101.7,80,ug/L,CO0135538,Newell Warnock Wa,SW,130,40.55,-105.53,+21.7 ug/L
Colorado,Larimer,08069,2012,TTHM (total trihalomethanes),Quarter,4,101.7,NA,80,ug/L,CO0135538,Newell Warnock Wa,SW,130,40.55,-105.53,+21.7 ug/L
Colorado,Logan,08075,2012,TTHM (total trihalomethanes),Year,0,115.3,157,80,ug/L,CO0138045,Sterling City Of,GW,13794,40.63,-103.18,+77 ug/L
Colorado,Logan,08075,2012,TTHM (total trihalomethanes),Quarter,1,122.4,NA,80,ug/L,CO0138045,Sterling City Of,GW,13794,40.63,-103.18,+42.4 ug/L
Colorado,Logan,08075,2012,TTHM (total trihalomethanes),Quarter,2,89.8,NA,80,ug/L,CO0138045,Sterling City Of,GW,13794,40.63,-103.18,+9.8 ug/L
Colorado,Logan,08075,2012,TTHM (total trihalomethanes),Quarter,3,99.3,NA,80,ug/L,CO0138045,Sterling City Of,GW,13794,40.63,-103.18,+19.3 ug/L
Colorado,Logan,08075,2012,TTHM (total trihalomethanes),Quarter,4,149.8,NA,80,ug/L,CO0138045,Sterling City Of,GW,13794,40.63,-103.18,+69.8 ug/L
Colorado,Mesa,08077,2012,TTHM (total trihalomethanes),Year,0,67.9,93.6,80,ug/L,CO0139205,Debeque Town Of,SW,1350,39.33,-108.2,+13.6 ug/L
Colorado,Mesa,08077,2012,TTHM (total trihalomethanes),Quarter,3,93.6,NA,80,ug/L,CO0139205,Debeque Town Of,SW,1350,39.33,-108.2,+13.6 ug/L
Colorado,Montezuma,08083,2012,TTHM (total trihalomethanes),Year,0,70.4,113,80,ug/L,CO0142200,Cortez City Of,SW,8700,37.39,-108.54,+33 ug/L
Colorado,Montezuma,08083,2012,TTHM (total trihalomethanes),Quarter,4,82.2,NA,80,ug/L,CO0142200,Cortez City Of,SW,8700,37.39,-108.54,+2.2 ug/L
Colorado,Otero,08089,2012,TTHM (total trihalomethanes),Year,0,83.4,94.9,80,ug/L,CO0145210,Fowler Town Of,GW,1200,37.93,-103.88,+14.9 ug/L
Colorado,Otero,08089,2012,TTHM (total trihalomethanes),Quarter,3,92,NA,80,ug/L,CO0145210,Fowler Town Of,GW,1200,37.93,-103.88,+12 ug/L
Colorado,Ouray,08091,2012,TTHM (total trihalomethanes),Year,0,54.5,86.8,80,ug/L,CO0146676,Ridgway Town Of,SW,1000,38.16,-107.76,+6.8 ug/L
Colorado,Ouray,08091,2012,TTHM (total trihalomethanes),Quarter,2,86.8,NA,80,ug/L,CO0146676,Ridgway Town Of,SW,1000,38.16,-107.76,+6.8 ug/L
Colorado,Pueblo,08101,2012,TTHM (total trihalomethanes),Year,0,65.7,83.6,80,ug/L,CO0151450,Pine Drive Wd,SW,306,38.14,-104.44,+3.6 ug/L
Colorado,Pueblo,08101,2012,TTHM (total trihalomethanes),Quarter,3,82.3,NA,80,ug/L,CO0151450,Pine Drive Wd,SW,306,38.14,-104.44,+2.3 ug/L
Colorado,Rio Blanco,08103,2012,TTHM (total trihalomethanes),Year,0,65.7,120,80,ug/L,CO0152666,Rangely Town Of,SW,2000,40.09,-108.76,+40 ug/L
Colorado,Rio Blanco,08103,2012,TTHM (total trihalomethanes),Quarter,3,120,NA,80,ug/L,CO0152666,Rangely Town Of,SW,2000,40.09,-108.76,+40 ug/L
Colorado,Routt,08107,2012,TTHM (total trihalomethanes),Year,0,68.1,110,80,ug/L,CO0154566,Oak Creek Town Of,SW,850,40.57,-107.03,+30 ug/L
Colorado,Routt,08107,2012,TTHM (total trihalomethanes),Quarter,3,91.8,NA,80,ug/L,CO0154566,Oak Creek Town Of,SW,850,40.57,-107.03,+11.8 ug/L
Colorado,San Miguel,08113,2012,TTHM (total trihalomethanes),Year,0,68.3,89.4,80,ug/L,CO0157500,Norwood Water Commission,SW,1700,37.97,-108.34,+9.4 ug/L
Colorado,San Miguel,08113,2012,TTHM (total trihalomethanes),Quarter,3,86.1,NA,80,ug/L,CO0157500,Norwood Water Commission,SW,1700,37.97,-108.34,+6.1 ug/L
Colorado,Weld,08123,2012,TTHM (total trihalomethanes),Year,0,67.8,94.3,80,ug/L,CO0162200,Dacono City Of,SWP,4200,40.17,-104.58,+14.3 ug/L
Colorado,Weld,08123,2012,TTHM (total trihalomethanes),Year,0,107,179.9,80,ug/L,CO0162359,Hudson Town Of,SWP,2439,40.17,-104.64,+99.9 ug/L
Colorado,Weld,08123,2012,TTHM (total trihalomethanes),Quarter,1,116.2,NA,80,ug/L,CO0162359,Hudson Town Of,SWP,2439,40.17,-104.64,+36.2 ug/L
Colorado,Weld,08123,2012,TTHM (total trihalomethanes),Quarter,2,136.5,NA,80,ug/L,CO0162359,Hudson Town Of,SWP,2439,40.17,-104.64,+56.5 ug/L
Colorado,Weld,08123,2012,TTHM (total trihalomethanes),Quarter,4,108.9,NA,80,ug/L,CO0162359,Hudson Town Of,SWP,2439,40.17,-104.64,+28.9 ug/L
Colorado,Boulder,08013,1999,TTHM (total trihalomethanes),Year,0,55.9,86.2,80,ug/L,CO0107473,LAFAYETTE CITY OF,SW,27651,40.15,-105.42,+6.2 ug/L
Colorado,Boulder,08013,1999,TTHM (total trihalomethanes),Quarter,3,77.8,86.2,80,ug/L,CO0107473,LAFAYETTE CITY OF,SW,27651,40.15,-105.42,+6.2 ug/L
Colorado,Douglas,08035,1999,TTHM (total trihalomethanes),Year,0,39.1,88,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94,+8 ug/L
Colorado,Douglas,08035,1999,TTHM (total trihalomethanes),Quarter,3,88,88,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94,+8 ug/L
Colorado,Boulder,08013,2006,TTHM (total trihalomethanes),Year,0,68.4,101.1,80,ug/L,CO0162255,ERIE TOWN OF,SW,18168,40.09,-105.22,+21.1 ug/L
Colorado,Boulder,08013,2006,TTHM (total trihalomethanes),Quarter,2,89.3,101.1,80,ug/L,CO0162255,ERIE TOWN OF,SW,18168,40.09,-105.22,+21.1 ug/L
Colorado,Boulder,08013,2006,TTHM (total trihalomethanes),Quarter,4,87.3,87.3,80,ug/L,CO0162255,ERIE TOWN OF,SW,18168,40.09,-105.22,+7.3 ug/L
Colorado,Weld,08123,2006,TTHM (total trihalomethanes),Year,0,73.2,90.6,80,ug/L,CO0162291,FT LUPTON CITY OF,SW,7100,40.17,-104.38,+10.6 ug/L
Colorado,Weld,08123,2006,TTHM (total trihalomethanes),Quarter,1,80.8,80.8,80,ug/L,CO0162291,FT LUPTON CITY OF,SW,7100,40.17,-104.38,+0.8 ug/L
Colorado,Weld,08123,2006,TTHM (total trihalomethanes),Quarter,2,90.6,90.6,80,ug/L,CO0162291,FT LUPTON CITY OF,SW,7100,40.17,-104.38,+10.6 ug/L
Colorado,Weld,08123,2006,TTHM (total trihalomethanes),Year,0,46.5,91.7,80,ug/L,CO0162359,HUDSON TOWN OF,SWP,2439,40.17,-104.64,+11.7 ug/L
Colorado,Weld,08123,2006,TTHM (total trihalomethanes),Quarter,3,89.5,91.7,80,ug/L,CO0162359,HUDSON TOWN OF,SWP,2439,40.17,-104.64,+11.7 ug/L
Colorado,Mesa,08077,2006,TTHM (total trihalomethanes),Year,0,67.9,104,80,ug/L,CO0139791,UTE WCD,SW,70632,39.14,-108.3,+24 ug/L
Colorado,Mesa,08077,2006,TTHM (total trihalomethanes),Quarter,3,90.2,104,80,ug/L,CO0139791,UTE WCD,SW,70632,39.14,-108.3,+24 ug/L
Colorado,Mesa,08077,2006,TTHM (total trihalomethanes),Quarter,4,71.9,85.1,80,ug/L,CO0139791,UTE WCD,SW,70632,39.14,-108.3,+5.1 ug/L
Colorado,Montezuma,08083,2006,TTHM (total trihalomethanes),Year,0,79,146,80,ug/L,CO0142750,MESA VERDE NATIONAL PARK,SW,125,37.35,-108.29,+66 ug/L
Colorado,Montezuma,08083,2006,TTHM (total trihalomethanes),Quarter,3,88,88,80,ug/L,CO0142750,MESA VERDE NATIONAL PARK,SW,125,37.35,-108.29,+8 ug/L
Colorado,Montezuma,08083,2006,TTHM (total trihalomethanes),Quarter,4,107,146,80,ug/L,CO0142750,MESA VERDE NATIONAL PARK,SW,125,37.35,-108.29,+66 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Year,0,158.5,338.1,80,ug/L,CO0135143,BIG ELK MEADOWS WA,SW,300,40.28,-105.42,+258.1 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,1,118.3,118.3,80,ug/L,CO0135143,BIG ELK MEADOWS WA,SW,300,40.28,-105.42,+38.3 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,2,338.1,338.1,80,ug/L,CO0135143,BIG ELK MEADOWS WA,SW,300,40.28,-105.42,+258.1 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,3,100.6,100.6,80,ug/L,CO0135143,BIG ELK MEADOWS WA,SW,300,40.28,-105.42,+20.6 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Year,0,49.3,86.9,80,ug/L,CO0135257,ESTES PARK TOWN OF,SW,6190,40.39,-105.63,+6.9 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,2,79.9,86.9,80,ug/L,CO0135257,ESTES PARK TOWN OF,SW,6190,40.39,-105.63,+6.9 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Year,0,104,168.3,80,ug/L,CO0135610,PINEWOOD SPRINGS WD,SW,751,40.39,-105.36,+88.3 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,1,127.6,127.6,80,ug/L,CO0135610,PINEWOOD SPRINGS WD,SW,751,40.39,-105.36,+47.6 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,2,119.7,119.7,80,ug/L,CO0135610,PINEWOOD SPRINGS WD,SW,751,40.39,-105.36,+39.7 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,3,168.3,168.3,80,ug/L,CO0135610,PINEWOOD SPRINGS WD,SW,751,40.39,-105.36,+88.3 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Year,0,60.6,101.7,80,ug/L,CO0135621,PROSPECT MOUNTAIN WC,SW,351,40.37,-105.54,+21.7 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,3,101.7,101.7,80,ug/L,CO0135621,PROSPECT MOUNTAIN WC,SW,351,40.37,-105.54,+21.7 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Year,0,59.9,80.5,80,ug/L,CO0135721,SPRING CANYON WSD,SW,1500,40.53,-105.16,+0.5 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,2,80.5,80.5,80,ug/L,CO0135721,SPRING CANYON WSD,SW,1500,40.53,-105.16,+0.5 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Year,0,59.3,86.6,80,ug/L,CO0135883,YMCA ROCKIES WIND RIVER,SW,230,40.33,-105.57,+6.6 ug/L
Colorado,Larimer,08069,2005,TTHM (total trihalomethanes),Quarter,2,75.3,86.6,80,ug/L,CO0135883,YMCA ROCKIES WIND RIVER,SW,230,40.33,-105.57,+6.6 ug/L
Colorado,Logan,08075,2005,TTHM (total trihalomethanes),Year,0,64.4,92.3,80,ug/L,CO0138045,STERLING CITY OF,GW,13794,40.62,-103.18,+12.3 ug/L
Colorado,Logan,08075,2005,TTHM (total trihalomethanes),Quarter,1,68.2,88.1,80,ug/L,CO0138045,STERLING CITY OF,GW,13794,40.62,-103.18,+8.1 ug/L
Colorado,Logan,08075,2005,TTHM (total trihalomethanes),Quarter,2,79.1,92.3,80,ug/L,CO0138045,STERLING CITY OF,GW,13794,40.62,-103.18,+12.3 ug/L
Colorado,Logan,08075,2005,TTHM (total trihalomethanes),Quarter,4,69.6,81.9,80,ug/L,CO0138045,STERLING CITY OF,GW,13794,40.62,-103.18,+1.9 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Year,0,69.8,105.5,80,ug/L,CO0139220,GATEWAY CANYONS WS,GW,50,39.16,-108.6,+25.5 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Quarter,3,105.5,105.5,80,ug/L,CO0139220,GATEWAY CANYONS WS,GW,50,39.16,-108.6,+25.5 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Year,0,67.3,82,80,ug/L,CO0139434,KANNAH CREEK,SW,300,38.98,-108.28,+2 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Quarter,3,82,82,80,ug/L,CO0139434,KANNAH CREEK,SW,300,38.98,-108.28,+2 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Year,0,75,92.1,80,ug/L,CO0139791,UTE WCD,SW,70632,39.14,-108.3,+12.1 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Quarter,1,92.1,92.1,80,ug/L,CO0139791,UTE WCD,SW,70632,39.14,-108.3,+12.1 ug/L
Colorado,Mesa,08077,2005,TTHM (total trihalomethanes),Quarter,3,81.8,91.1,80,ug/L,CO0139791,UTE WCD,SW,70632,39.14,-108.3,+11.1 ug/L
Colorado,Montezuma,08083,2005,TTHM (total trihalomethanes),Year,0,85,140,80,ug/L,CO0142750,MESA VERDE NATIONAL PARK,SW,125,37.35,-108.28,+60 ug/L
Colorado,Montezuma,08083,2005,TTHM (total trihalomethanes),Quarter,3,140,140,80,ug/L,CO0142750,MESA VERDE NATIONAL PARK,SW,125,37.35,-108.28,+60 ug/L
Colorado,Montezuma,08083,2005,TTHM (total trihalomethanes),Year,0,49.3,88.6,80,ug/L,CO0142900,MONTEZUMA WC,SW,13594,37.44,-108.29,+8.6 ug/L
Colorado,Montezuma,08083,2005,TTHM (total trihalomethanes),Quarter,3,69.4,81.9,80,ug/L,CO0142900,MONTEZUMA WC,SW,13594,37.44,-108.29,+1.9 ug/L
Colorado,Montezuma,08083,2005,TTHM (total trihalomethanes),Quarter,4,64.4,88.6,80,ug/L,CO0142900,MONTEZUMA WC,SW,13594,37.44,-108.29,+8.6 ug/L
Colorado,Ouray,08091,2005,TTHM (total trihalomethanes),Year,0,62.7,91,80,ug/L,CO0146485,DALLAS CREEK WC,GU,304,38.17,-107.8,+11 ug/L
Colorado,Ouray,08091,2005,TTHM (total trihalomethanes),Quarter,3,91,91,80,ug/L,CO0146485,DALLAS CREEK WC,GU,304,38.17,-107.8,+11 ug/L
Colorado,Pueblo,08101,2005,TTHM (total trihalomethanes),Year,0,93.3,153.3,80,ug/L,CO0151450,PINE DRIVE WD,SW,306,38.13,-104.44,+73.3 ug/L
Colorado,Pueblo,08101,2005,TTHM (total trihalomethanes),Quarter,2,94.2,94.2,80,ug/L,CO0151450,PINE DRIVE WD,SW,306,38.13,-104.44,+14.2 ug/L
Colorado,Pueblo,08101,2005,TTHM (total trihalomethanes),Quarter,3,153.3,153.3,80,ug/L,CO0151450,PINE DRIVE WD,SW,306,38.13,-104.44,+73.3 ug/L
Colorado,Routt,08107,2005,TTHM (total trihalomethanes),Year,0,46.1,86.7,80,ug/L,CO0154566,OAK CREEK TOWN OF,SW,850,40.57,-107.03,+6.7 ug/L
Colorado,Routt,08107,2005,TTHM (total trihalomethanes),Quarter,3,86.7,86.7,80,ug/L,CO0154566,OAK CREEK TOWN OF,SW,850,40.57,-107.03,+6.7 ug/L
Colorado,San Miguel,08113,2005,TTHM (total trihalomethanes),Year,0,78.7,111,80,ug/L,CO0157500,NORWOOD WATER COMMISSION,SW,1700,37.97,-108.34,+31 ug/L
Colorado,San Miguel,08113,2005,TTHM (total trihalomethanes),Quarter,2,105.8,105.8,80,ug/L,CO0157500,NORWOOD WATER COMMISSION,SW,1700,37.97,-108.34,+25.8 ug/L
Colorado,San Miguel,08113,2005,TTHM (total trihalomethanes),Quarter,3,111,111,80,ug/L,CO0157500,NORWOOD WATER COMMISSION,SW,1700,37.97,-108.34,+31 ug/L
Colorado,San Miguel,08113,2005,TTHM (total trihalomethanes),Quarter,4,77.9,91.1,80,ug/L,CO0157500,NORWOOD WATER COMMISSION,SW,1700,37.97,-108.34,+11.1 ug/L
Colorado,Delta,08029,2005,TTHM (total trihalomethanes),Year,0,61.1,89.5,80,ug/L,CO0115352,HOTCHKISS TOWN OF,SW,1120,38.84,-107.74,+9.5 ug/L
Colorado,Delta,08029,2005,TTHM (total trihalomethanes),Quarter,3,88.2,89.5,80,ug/L,CO0115352,HOTCHKISS TOWN OF,SW,1120,38.84,-107.74,+9.5 ug/L
Colorado,Dolores,08033,2005,TTHM (total trihalomethanes),Year,0,67,90.6,80,ug/L,CO0117300,DOVE CREEK TOWN OF,SW,850,37.75,-108.9,+10.6 ug/L
Colorado,Dolores,08033,2005,TTHM (total trihalomethanes),Quarter,3,89,90.6,80,ug/L,CO0117300,DOVE CREEK TOWN OF,SW,850,37.75,-108.9,+10.6 ug/L
Colorado,Dolores,08033,2005,TTHM (total trihalomethanes),Quarter,4,85.7,85.7,80,ug/L,CO0117300,DOVE CREEK TOWN OF,SW,850,37.75,-108.9,+5.7 ug/L
Colorado,Eagle,08037,2005,TTHM (total trihalomethanes),Year,0,89.2,89.6,80,ug/L,CO0119673,RED SKY RANCH,SW,50,39.69,-106.69,+9.6 ug/L
Colorado,Eagle,08037,2005,TTHM (total trihalomethanes),Quarter,3,89.6,89.6,80,ug/L,CO0119673,RED SKY RANCH,SW,50,39.69,-106.69,+9.6 ug/L
Colorado,Eagle,08037,2005,TTHM (total trihalomethanes),Quarter,4,88.9,88.9,80,ug/L,CO0119673,RED SKY RANCH,SW,50,39.69,-106.69,+8.9 ug/L
Colorado,Eagle,08037,2005,TTHM (total trihalomethanes),Year,0,62.3,124.7,80,ug/L,CO0119786,UPPER EAGLE REGIONAL WA,SW,14202,39.61,-106.68,+44.7 ug/L
Colorado,Eagle,08037,2005,TTHM (total trihalomethanes),Quarter,2,101.2,124.7,80,ug/L,CO0119786,UPPER EAGLE REGIONAL WA,SW,14202,39.61,-106.68,+44.7 ug/L
Colorado,Eagle,08037,2005,TTHM (total trihalomethanes),Quarter,4,57.5,99.8,80,ug/L,CO0119786,UPPER EAGLE REGIONAL WA,SW,14202,39.61,-106.68,+19.8 ug/L
Colorado,El Paso,08041,2005,TTHM (total trihalomethanes),Year,0,51.4,87.8,80,ug/L,CO0121845,US AIR FORCE ACADEMY,SWP,15200,39.05,-104.79,+7.8 ug/L
Colorado,El Paso,08041,2005,TTHM (total trihalomethanes),Quarter,4,52,87.8,80,ug/L,CO0121845,US AIR FORCE ACADEMY,SWP,15200,39.05,-104.79,+7.8 ug/L
Colorado,Fremont,08043,2005,TTHM (total trihalomethanes),Year,0,60,102,80,ug/L,CO0122600,PARK CENTER WD,SW,3800,38.36,-105.36,+22 ug/L
Colorado,Fremont,08043,2005,TTHM (total trihalomethanes),Quarter,3,102,102,80,ug/L,CO0122600,PARK CENTER WD,SW,3800,38.36,-105.36,+22 ug/L
Colorado,Garfield,08045,2005,TTHM (total trihalomethanes),Year,0,147.3,210,80,ug/L,CO0123601,PANORAMIC MESA SUBD,GW,45,39.57,-107.67,+130 ug/L
Colorado,Garfield,08045,2005,TTHM (total trihalomethanes),Quarter,1,210,210,80,ug/L,CO0123601,PANORAMIC MESA SUBD,GW,45,39.57,-107.67,+130 ug/L
Colorado,Garfield,08045,2005,TTHM (total trihalomethanes),Quarter,2,179,179,80,ug/L,CO0123601,PANORAMIC MESA SUBD,GW,45,39.57,-107.67,+99 ug/L
Colorado,Garfield,08045,2005,TTHM (total trihalomethanes),Quarter,4,197,197,80,ug/L,CO0123601,PANORAMIC MESA SUBD,GW,45,39.57,-107.67,+117 ug/L
Colorado,Boulder,08013,2005,TTHM (total trihalomethanes),Year,0,34.9,93,80,ug/L,CO0107725,SUPERIOR MD NO 1,SW,11300,39.95,-105.16,+13 ug/L
Colorado,Boulder,08013,2005,TTHM (total trihalomethanes),Quarter,4,61.7,93,80,ug/L,CO0107725,SUPERIOR MD NO 1,SW,11300,39.95,-105.16,+13 ug/L
Colorado,Boulder,08013,2005,TTHM (total trihalomethanes),Quarter,1,59.1,80.5,80,ug/L,CO0162255,ERIE TOWN OF,SW,18168,40.1,-105.22,+0.5 ug/L
Colorado,Boulder,08013,2005,TTHM (total trihalomethanes),Quarter,3,101.6,101.6,80,ug/L,CO0162255,ERIE TOWN OF,SW,18168,40.1,-105.22,+21.6 ug/L
Colorado,Weld,08123,2005,TTHM (total trihalomethanes),Year,0,84.7,93,80,ug/L,CO0162291,FT LUPTON CITY OF,SW,7100,40.17,-104.38,+13 ug/L
Colorado,Weld,08123,2005,TTHM (total trihalomethanes),Quarter,1,93,93,80,ug/L,CO0162291,FT LUPTON CITY OF,SW,7100,40.17,-104.38,+13 ug/L
Colorado,Weld,08123,2005,TTHM (total trihalomethanes),Quarter,3,81.5,81.5,80,ug/L,CO0162291,FT LUPTON CITY OF,SW,7100,40.17,-104.38,+1.5 ug/L
