state,county,county_fips,year,analyte_name,time_period,quarter,average_concentration,maximum_concentration,sdwa_limit,units,pws_id_number,pws_name,pws_primary_source_code,pws_population_served,pws_latitude,pws_longitude
Colorado,Douglas,08035,2000,TTHM (total trihalomethanes),Quarter,4,92.3,92.3,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,TTHM (total trihalomethanes),Year,0,49.3,69,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,TTHM (total trihalomethanes),Quarter,1,54,54,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,TTHM (total trihalomethanes),Quarter,2,69,69,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,TTHM (total trihalomethanes),Quarter,3,45,45,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,TTHM (total trihalomethanes),Quarter,4,29.2,29.2,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,TTHM (total trihalomethanes),Year,0,32.7,76.2,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,TTHM (total trihalomethanes),Quarter,1,18.1,37.7,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,TTHM (total trihalomethanes),Quarter,2,33.9,64,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,TTHM (total trihalomethanes),Quarter,3,38.3,76.2,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,TTHM (total trihalomethanes),Quarter,4,35,39.2,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,TTHM (total trihalomethanes),Year,0,29.23,51,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,TTHM (total trihalomethanes),Quarter,1,3.29,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,TTHM (total trihalomethanes),Quarter,2,39.36,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,TTHM (total trihalomethanes),Quarter,3,37.49,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,TTHM (total trihalomethanes),Quarter,4,36.76,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,TTHM (total trihalomethanes),Year,0,36.35,43.9,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,TTHM (total trihalomethanes),Quarter,1,36.83,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,TTHM (total trihalomethanes),Quarter,2,36,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,TTHM (total trihalomethanes),Quarter,3,36.74,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,TTHM (total trihalomethanes),Quarter,4,35.36,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,TTHM (total trihalomethanes),Quarter,3,19.7188,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,TTHM (total trihalomethanes),Quarter,2,42.45,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,TTHM (total trihalomethanes),Quarter,4,36.925,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,TTHM (total trihalomethanes),Year,0,30.93,52.4,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,TTHM (total trihalomethanes),Quarter,1,35.8375,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,TTHM (total trihalomethanes),Year,0,39.985,60.3,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,TTHM (total trihalomethanes),Quarter,1,45.081,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,TTHM (total trihalomethanes),Quarter,2,53.425,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,TTHM (total trihalomethanes),Quarter,3,17.313,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,TTHM (total trihalomethanes),Quarter,4,39.025,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,TTHM (total trihalomethanes),Year,0,29.5,55,80,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,TTHM (total trihalomethanes),Quarter,1,2.9875,NA,80,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,TTHM (total trihalomethanes),Quarter,2,52.2875,NA,80,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,TTHM (total trihalomethanes),Quarter,3,25.2125,NA,80,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,TTHM (total trihalomethanes),Quarter,4,37.5125,NA,80,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,TTHM (total trihalomethanes),Year,0,28.3531,41.9,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,TTHM (total trihalomethanes),Quarter,1,22.975,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,TTHM (total trihalomethanes),Quarter,2,27.925,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,TTHM (total trihalomethanes),Quarter,3,23.5375,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,TTHM (total trihalomethanes),Quarter,4,38.975,NA,80,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,1999,Arsenic,Year,0,0.6,1,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2005,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,Arsenic,Year,0,0.9,2.6,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,Arsenic,Year,0,2.1,3,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Arsenic,Year,0,2.5,2.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,Arsenic,Year,0,0.7,1.1,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,Arsenic,Year,0,1.2,5.9,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,Arsenic,Year,0,0.73,1.2,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,Arsenic,Year,0,0.5,0.5,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Arsenic,Year,0,0.7,1.1,10,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,Arsenic,Year,0,1.5,2,10,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Arsenic,Year,0,1,1,10,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,Arsenic,Year,0,0.75,1,10,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,1999,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,1999,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2005,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,Atrazine,Quarter,4,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,Atrazine,Quarter,2,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Atrazine,Quarter,1,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Atrazine,Quarter,2,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,Atrazine,Quarter,1,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2010,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,Atrazine,Quarter,4,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,Atrazine,Quarter,3,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,Atrazine,Year,0,0,0,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,Atrazine,Quarter,3,0,0,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,Atrazine,Year,0,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,Atrazine,Quarter,2,0.1,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,Atrazine,Year,0,0.05,0.05,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,Atrazine,Quarter,1,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,Atrazine,Quarter,2,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2013,Atrazine,Quarter,3,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,Atrazine,Year,0,0.05,0.05,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2014,Atrazine,Quarter,3,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,Atrazine,Quarter,3,0.0494,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,Atrazine,Quarter,2,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,Atrazine,Year,0,0.0494,0.05,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Atrazine,Year,0,0.05,0.05,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Atrazine,Quarter,1,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Atrazine,Quarter,3,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,Atrazine,Quarter,4,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,Atrazine,Year,0,0.0583,0.1,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,Atrazine,Quarter,2,0.1,NA,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,Atrazine,Quarter,3,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2016,Atrazine,Quarter,4,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Atrazine,Year,0,0.05,0.05,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Atrazine,Quarter,1,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Atrazine,Quarter,2,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,Atrazine,Quarter,3,0.05,NA,3,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,Atrazine,Year,0,0.05,0.05,3,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,Atrazine,Quarter,3,0.05,NA,3,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,1999,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2005,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2000,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2001,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2002,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2003,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.4,1,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.57,1.9,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2014,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2015,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2012,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2016,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.42,1,6,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2017,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,Centennial Wsd,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2018,DEHP [di(2-ethylhexyl)phthalate],Year,0,0.3,0.3,6,ug/L,CO0118015,CENTENNIAL WSD,SW,96394,39.52,-104.94
Colorado,Douglas,08035,2005,HAA5 (haloacetic acids),Year,0,16.4,29.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,HAA5 (haloacetic acids),Quarter,1,14,15.4,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,HAA5 (haloacetic acids),Quarter,2,20.9,25.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,HAA5 (haloacetic acids),Quarter,3,22.6,29.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2005,HAA5 (haloacetic acids),Quarter,4,6.1,12.2,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2006,HAA5 (haloacetic acids),Year,0,13.6,22.5,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,HAA5 (haloacetic acids),Quarter,1,15.2,21.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,HAA5 (haloacetic acids),Quarter,2,13.8,22.5,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,HAA5 (haloacetic acids),Quarter,3,12.2,19,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2006,HAA5 (haloacetic acids),Quarter,4,13.2,15,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,HAA5 (haloacetic acids),Year,0,13.8,24.5,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,HAA5 (haloacetic acids),Quarter,1,13,24.5,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,HAA5 (haloacetic acids),Quarter,2,9.7,10.6,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,HAA5 (haloacetic acids),Quarter,3,17.3,23.9,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2007,HAA5 (haloacetic acids),Quarter,4,15.3,16.4,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,HAA5 (haloacetic acids),Year,0,13.4,18.1,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,HAA5 (haloacetic acids),Quarter,1,11.4,12.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,HAA5 (haloacetic acids),Quarter,2,14,15.2,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,HAA5 (haloacetic acids),Quarter,3,11.5,18.1,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2008,HAA5 (haloacetic acids),Quarter,4,16.2,16.2,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2009,HAA5 (haloacetic acids),Year,0,11.5,19.6,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,HAA5 (haloacetic acids),Quarter,1,7.7,19.6,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,HAA5 (haloacetic acids),Quarter,2,11.5,13.2,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,HAA5 (haloacetic acids),Quarter,3,13.4,15.6,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2009,HAA5 (haloacetic acids),Quarter,4,16.6,17.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
Colorado,Douglas,08035,2010,HAA5 (haloacetic acids),Year,0,14.9,22.3,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2010,HAA5 (haloacetic acids),Quarter,1,13.7,13.8,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2010,HAA5 (haloacetic acids),Quarter,2,15.1,15.8,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2010,HAA5 (haloacetic acids),Quarter,3,20.4,22.3,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2010,HAA5 (haloacetic acids),Quarter,4,10.3,10.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,HAA5 (haloacetic acids),Year,0,10.9,13.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,HAA5 (haloacetic acids),Quarter,1,9.7,10.6,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,HAA5 (haloacetic acids),Quarter,2,11.1,11.5,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,HAA5 (haloacetic acids),Quarter,3,9.4,10.4,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2011,HAA5 (haloacetic acids),Quarter,4,13.4,13.7,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,HAA5 (haloacetic acids),Year,0,11.8,30.9,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,HAA5 (haloacetic acids),Quarter,1,4.8,9.8,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,HAA5 (haloacetic acids),Quarter,2,10.5,27.5,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,HAA5 (haloacetic acids),Quarter,3,13.9,30.9,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2004,HAA5 (haloacetic acids),Quarter,4,16,18.8,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.94
Colorado,Douglas,08035,2013,HAA5 (haloacetic acids),Year,0,10.2781,21.8,60,ug/L,CO0118015,Centennial Wsd,SW,88042,39.52,-104.93
